"縣市","鄉鎮區","統計期","類別","基地臺"
"高雄市","高雄市旗津區","1111031","4G","129"
"高雄市","高雄市鳳山區","1111031","4G","855"
"高雄市","高雄市橋頭區","1111031","4G","187"
"高雄市","高雄市燕巢區","1111031","4G","310"
"高雄市","高雄市彌陀區","1111031","4G","86"
"高雄市","高雄市鹽埕區","1111031","4G","140"
"基隆市","基隆市七堵區","1111031","4G","305"
"基隆市","基隆市中山區","1111031","4G","140"
"基隆市","基隆市中正區","1111031","4G","248"
"基隆市","基隆市仁愛區","1111031","4G","191"
"基隆市","基隆市安樂區","1111031","4G","254"
"基隆市","基隆市信義區","1111031","4G","200"
"基隆市","基隆市暖暖區","1111031","4G","118"
"連江縣","連江縣北竿鄉","1111031","4G","47"
"連江縣","連江縣東引鄉","1111031","4G","29"
"連江縣","連江縣南竿鄉","1111031","4G","101"
"連江縣","連江縣莒光鄉","1111031","4G","27"
"雲林縣","雲林縣二崙鄉","1111031","4G","99"
"雲林縣","雲林縣口湖鄉","1111031","4G","95"
"雲林縣","雲林縣土庫鎮","1111031","4G","100"
"雲林縣","雲林縣大埤鄉","1111031","4G","88"
"雲林縣","雲林縣元長鄉","1111031","4G","124"
"雲林縣","雲林縣斗六市","1111031","4G","747"
"雲林縣","雲林縣斗南鎮","1111031","4G","250"
"雲林縣","雲林縣水林鄉","1111031","4G","117"
"雲林縣","雲林縣北港鎮","1111031","4G","148"
"雲林縣","雲林縣古坑鄉","1111031","4G","252"
"雲林縣","雲林縣四湖鄉","1111031","4G","117"
"雲林縣","雲林縣西螺鎮","1111031","4G","175"
"雲林縣","雲林縣東勢鄉","1111031","4G","65"
"雲林縣","雲林縣林內鄉","1111031","4G","104"
"雲林縣","雲林縣虎尾鎮","1111031","4G","387"
"雲林縣","雲林縣崙背鄉","1111031","4G","140"
"雲林縣","雲林縣麥寮鄉","1111031","4G","253"
"雲林縣","雲林縣莿桐鄉","1111031","4G","120"
"雲林縣","雲林縣臺西鄉","1111031","4G","72"
"雲林縣","雲林縣褒忠鄉","1111031","4G","72"
"新北市","新北市八里區","1111031","4G","189"
"新北市","新北市三芝區","1111031","4G","138"
"新北市","新北市三重區","1111031","4G","794"
"新北市","新北市三峽區","1111031","4G","528"
"新北市","新北市土城區","1111031","4G","612"
"新北市","新北市中和區","1111031","4G","836"
"新北市","新北市五股區","1111031","4G","407"
"新北市","新北市平溪區","1111031","4G","88"
"新北市","新北市永和區","1111031","4G","334"
"新北市","新北市石門區","1111031","4G","114"
"新北市","新北市石碇區","1111031","4G","252"
"新北市","新北市汐止區","1111031","4G","670"
"新北市","新北市坪林區","1111031","4G","198"
"新北市","新北市林口區","1111031","4G","543"
"新北市","新北市板橋區","1111031","4G","1300"
"新北市","新北市金山區","1111031","4G","162"
"新北市","新北市泰山區","1111031","4G","299"
"新北市","新北市烏來區","1111031","4G","110"
"新北市","新北市貢寮區","1111031","4G","242"
"新北市","新北市淡水區","1111031","4G","729"
"新北市","新北市深坑區","1111031","4G","122"
"新北市","新北市新店區","1111031","4G","966"
"新北市","新北市新莊區","1111031","4G","802"
"新北市","新北市瑞芳區","1111031","4G","347"
"新北市","新北市萬里區","1111031","4G","181"
"新北市","新北市樹林區","1111031","4G","495"
"新北市","新北市雙溪區","1111031","4G","171"
"新北市","新北市蘆洲區","1111031","4G","350"
"新北市","新北市鶯歌區","1111031","4G","358"
"新竹市","新竹市北區","1111031","4G","524"
"新竹市","新竹市東區","1111031","4G","1217"
"新竹市","新竹市香山區","1111031","4G","413"
"新竹縣","新竹縣五峰鄉","1111031","4G","132"
"新竹縣","新竹縣北埔鄉","1111031","4G","83"
"新竹縣","新竹縣尖石鄉","1111031","4G","167"
"新竹縣","新竹縣竹北市","1111031","4G","668"
"新竹縣","新竹縣竹東鎮","1111031","4G","364"
"新竹縣","新竹縣芎林鄉","1111031","4G","102"
"新竹縣","新竹縣峨眉鄉","1111031","4G","101"
"新竹縣","新竹縣湖口鄉","1111031","4G","588"
"新竹縣","新竹縣新埔鎮","1111031","4G","226"
"新竹縣","新竹縣新豐鄉","1111031","4G","281"
"新竹縣","新竹縣橫山鄉","1111031","4G","102"
"新竹縣","新竹縣關西鎮","1111031","4G","254"
"新竹縣","新竹縣寶山鄉","1111031","4G","250"
"嘉義市","嘉義市西區","1111031","4G","626"
"嘉義市","嘉義市東區","1111031","4G","507"
"嘉義縣","嘉義縣大林鎮","1111031","4G","192"
"嘉義縣","嘉義縣大埔鄉","1111031","4G","68"
"嘉義縣","嘉義縣中埔鄉","1111031","4G","209"
"嘉義縣","嘉義縣六腳鄉","1111031","4G","79"
"嘉義縣","嘉義縣太保市","1111031","4G","236"
"嘉義縣","嘉義縣水上鄉","1111031","4G","281"
"嘉義縣","嘉義縣布袋鎮","1111031","4G","105"
"嘉義縣","嘉義縣民雄鄉","1111031","4G","403"
"嘉義縣","嘉義縣朴子市","1111031","4G","204"
"嘉義縣","嘉義縣竹崎鄉","1111031","4G","151"
"嘉義縣","嘉義縣東石鄉","1111031","4G","93"
"嘉義縣","嘉義縣阿里山鄉","1111031","4G","169"
"嘉義縣","嘉義縣梅山鄉","1111031","4G","143"
"嘉義縣","嘉義縣鹿草鄉","1111031","4G","53"
"嘉義縣","嘉義縣番路鄉","1111031","4G","129"
"嘉義縣","嘉義縣新港鄉","1111031","4G","148"
"嘉義縣","嘉義縣溪口鄉","1111031","4G","54"
"嘉義縣","嘉義縣義竹鄉","1111031","4G","80"
"彰化縣","彰化縣二水鄉","1111031","4G","78"
"彰化縣","彰化縣二林鎮","1111031","4G","231"
"彰化縣","彰化縣大村鄉","1111031","4G","194"
"彰化縣","彰化縣大城鄉","1111031","4G","68"
"彰化縣","彰化縣北斗鎮","1111031","4G","130"
"彰化縣","彰化縣永靖鄉","1111031","4G","140"
"彰化縣","彰化縣田中鎮","1111031","4G","183"
"彰化縣","彰化縣田尾鄉","1111031","4G","124"
"彰化縣","彰化縣竹塘鄉","1111031","4G","55"
"彰化縣","彰化縣伸港鄉","1111031","4G","128"
"彰化縣","彰化縣秀水鄉","1111031","4G","137"
"彰化縣","彰化縣和美鎮","1111031","4G","352"
"彰化縣","彰化縣社頭鄉","1111031","4G","169"
"彰化縣","彰化縣芳苑鄉","1111031","4G","188"
"彰化縣","彰化縣花壇鄉","1111031","4G","224"
"彰化縣","彰化縣芬園鄉","1111031","4G","107"
"彰化縣","彰化縣員林市","1111031","4G","496"
"彰化縣","彰化縣埔心鄉","1111031","4G","156"
"彰化縣","彰化縣埔鹽鄉","1111031","4G","127"
"彰化縣","彰化縣埤頭鄉","1111031","4G","115"
"彰化縣","彰化縣鹿港鎮","1111031","4G","374"
"彰化縣","彰化縣溪州鄉","1111031","4G","132"
"彰化縣","彰化縣溪湖鎮","1111031","4G","211"
"彰化縣","彰化縣彰化市","1111031","4G","1027"
"彰化縣","彰化縣福興鄉","1111031","4G","189"
"彰化縣","彰化縣線西鄉","1111031","4G","85"
"臺中市","臺中市大甲區","1111031","4G","308"
"臺中市","臺中市大安區","1111031","4G","72"
"臺中市","臺中市大肚區","1111031","4G","248"
"臺中市","臺中市大里區","1111031","4G","818"
"臺中市","臺中市大雅區","1111031","4G","569"
"臺中市","臺中市中區","1111031","4G","167"
"臺中市","臺中市太平區","1111031","4G","851"
"臺中市","臺中市北屯區","1111031","4G","1320"
"臺中市","臺中市北區","1111031","4G","786"
"臺中市","臺中市外埔區","1111031","4G","154"
"臺中市","臺中市石岡區","1111031","4G","74"
"臺中市","臺中市后里區","1111031","4G","538"
"臺中市","臺中市西屯區","1111031","4G","2045"
"臺中市","臺中市西區","1111031","4G","609"
"臺中市","臺中市沙鹿區","1111031","4G","555"
"臺中市","臺中市和平區","1111031","4G","397"
"臺中市","臺中市東區","1111031","4G","422"
"臺中市","臺中市東勢區","1111031","4G","255"
"臺中市","臺中市南屯區","1111031","4G","1150"
"臺中市","臺中市南區","1111031","4G","536"
"臺中市","臺中市烏日區","1111031","4G","519"
"臺中市","臺中市神岡區","1111031","4G","383"
"臺中市","臺中市梧棲區","1111031","4G","309"
"臺中市","臺中市清水區","1111031","4G","390"
"臺中市","臺中市新社區","1111031","4G","268"
"臺中市","臺中市潭子區","1111031","4G","475"
"臺中市","臺中市龍井區","1111031","4G","414"
"臺中市","臺中市豐原區","1111031","4G","719"
"臺中市","臺中市霧峰區","1111031","4G","450"
"臺北市","臺北市士林區","1111031","4G","1268"
"臺北市","臺北市大同區","1111031","4G","570"
"臺北市","臺北市大安區","1111031","4G","1199"
"臺北市","臺北市中山區","1111031","4G","1519"
"臺北市","臺北市中正區","1111031","4G","1232"
"臺北市","臺北市內湖區","1111031","4G","1296"
"臺北市","臺北市文山區","1111031","4G","741"
"臺北市","臺北市北投區","1111031","4G","854"
"臺北市","臺北市松山區","1111031","4G","853"
"臺北市","臺北市信義區","1111031","4G","1092"
"臺北市","臺北市南港區","1111031","4G","706"
"臺北市","臺北市萬華區","1111031","4G","609"
"臺東縣","臺東縣大武鄉","1111031","4G","93"
"臺東縣","臺東縣太麻里鄉","1111031","4G","153"
"臺東縣","臺東縣成功鎮","1111031","4G","113"
"臺東縣","臺東縣池上鄉","1111031","4G","80"
"臺東縣","臺東縣卑南鄉","1111031","4G","207"
"臺東縣","臺東縣延平鄉","1111031","4G","29"
"臺東縣","臺東縣東河鄉","1111031","4G","121"
"臺東縣","臺東縣金峰鄉","1111031","4G","39"
"臺東縣","臺東縣長濱鄉","1111031","4G","101"
"臺東縣","臺東縣海端鄉","1111031","4G","89"
"臺東縣","臺東縣鹿野鄉","1111031","4G","94"
"臺東縣","臺東縣達仁鄉","1111031","4G","100"
"臺東縣","臺東縣綠島鄉","1111031","4G","72"
"臺東縣","臺東縣臺東市","1111031","4G","584"
"臺東縣","臺東縣關山鎮","1111031","4G","48"
"臺東縣","臺東縣蘭嶼鄉","1111031","4G","53"
"臺南市","臺南市七股區","1111031","4G","65"
"臺南市","臺南市下營區","1111031","4G","70"
"臺南市","臺南市大內區","1111031","4G","82"
"臺南市","臺南市山上區","1111031","4G","38"
"臺南市","臺南市中西區","1111031","4G","423"
"臺南市","臺南市仁德區","1111031","4G","429"
"臺南市","臺南市六甲區","1111031","4G","83"
"臺南市","臺南市北門區","1111031","4G","50"
"臺南市","臺南市北區","1111031","4G","400"
"臺南市","臺南市左鎮區","1111031","4G","69"
"臺南市","臺南市永康區","1111031","4G","947"
"臺南市","臺南市玉井區","1111031","4G","74"
"臺南市","臺南市白河區","1111031","4G","170"
"臺南市","臺南市安平區","1111031","4G","250"
"臺南市","臺南市安定區","1111031","4G","151"
"臺南市","臺南市安南區","1111031","4G","657"
"臺南市","臺南市西港區","1111031","4G","79"
"臺南市","臺南市佳里區","1111031","4G","148"
"臺南市","臺南市官田區","1111031","4G","161"
"臺南市","臺南市東山區","1111031","4G","84"
"臺南市","臺南市東區","1111031","4G","592"
"臺南市","臺南市南化區","1111031","4G","96"
"臺南市","臺南市南區","1111031","4G","366"
"臺南市","臺南市後壁區","1111031","4G","120"
"臺南市","臺南市柳營區","1111031","4G","138"
"臺南市","臺南市將軍區","1111031","4G","57"
"臺南市","臺南市麻豆區","1111031","4G","158"
"臺南市","臺南市善化區","1111031","4G","291"
"臺南市","臺南市新化區","1111031","4G","184"
"臺南市","臺南市新市區","1111031","4G","332"
"臺南市","臺南市新營區","1111031","4G","269"
"臺南市","臺南市楠西區","1111031","4G","77"
"臺南市","臺南市學甲區","1111031","4G","66"
"臺南市","臺南市龍崎區","1111031","4G","72"
"臺南市","臺南市歸仁區","1111031","4G","255"
"臺南市","臺南市關廟區","1111031","4G","159"
"臺南市","臺南市鹽水區","1111031","4G","104"
"澎湖縣","澎湖縣七美鄉","1111031","4G","29"
"澎湖縣","澎湖縣白沙鄉","1111031","4G","71"
"澎湖縣","澎湖縣西嶼鄉","1111031","4G","71"
"澎湖縣","澎湖縣馬公市","1111031","4G","302"
"澎湖縣","澎湖縣望安鄉","1111031","4G","45"
"澎湖縣","澎湖縣湖西鄉","1111031","4G","128"
"宜蘭縣","宜蘭縣三星鄉","1110930","4G","129"
"宜蘭縣","宜蘭縣大同鄉","1110930","4G","223"
"宜蘭縣","宜蘭縣五結鄉","1110930","4G","194"
"宜蘭縣","宜蘭縣冬山鄉","1110930","4G","254"
"宜蘭縣","宜蘭縣壯圍鄉","1110930","4G","89"
"宜蘭縣","宜蘭縣宜蘭市","1110930","4G","377"
"宜蘭縣","宜蘭縣南澳鄉","1110930","4G","241"
"宜蘭縣","宜蘭縣員山鄉","1110930","4G","194"
"宜蘭縣","宜蘭縣頭城鎮","1110930","4G","258"
"宜蘭縣","宜蘭縣礁溪鄉","1110930","4G","282"
"宜蘭縣","宜蘭縣羅東鎮","1110930","4G","210"
"宜蘭縣","宜蘭縣蘇澳鎮","1110930","4G","401"
"花蓮縣","花蓮縣玉里鎮","1110930","4G","207"
"花蓮縣","花蓮縣光復鄉","1110930","4G","120"
"花蓮縣","花蓮縣吉安鄉","1110930","4G","396"
"花蓮縣","花蓮縣秀林鄉","1110930","4G","432"
"花蓮縣","花蓮縣卓溪鄉","1110930","4G","64"
"花蓮縣","花蓮縣花蓮市","1110930","4G","551"
"花蓮縣","花蓮縣富里鄉","1110930","4G","148"
"花蓮縣","花蓮縣新城鄉","1110930","4G","221"
"花蓮縣","花蓮縣瑞穗鄉","1110930","4G","168"
"花蓮縣","花蓮縣萬榮鄉","1110930","4G","57"
"花蓮縣","花蓮縣壽豐鄉","1110930","4G","369"
"花蓮縣","花蓮縣鳳林鎮","1110930","4G","138"
"花蓮縣","花蓮縣豐濱鄉","1110930","4G","112"
"金門縣","金門縣金沙鎮","1110930","4G","108"
"金門縣","金門縣金城鎮","1110930","4G","123"
"金門縣","金門縣金湖鎮","1110930","4G","189"
"金門縣","金門縣金寧鄉","1110930","4G","160"
"金門縣","金門縣烈嶼鄉","1110930","4G","51"
"金門縣","金門縣烏坵鄉","1110930","4G","2"
"南投縣","南投縣中寮鄉","1110930","4G","161"
"南投縣","南投縣仁愛鄉","1110930","4G","312"
"南投縣","南投縣水里鄉","1110930","4G","129"
"南投縣","南投縣名間鄉","1110930","4G","230"
"南投縣","南投縣竹山鎮","1110930","4G","395"
"南投縣","南投縣信義鄉","1110930","4G","205"
"南投縣","南投縣南投市","1110930","4G","557"
"南投縣","南投縣埔里鎮","1110930","4G","523"
"南投縣","南投縣草屯鎮","1110930","4G","555"
"南投縣","南投縣國姓鄉","1110930","4G","207"
"南投縣","南投縣魚池鄉","1110930","4G","264"
"南投縣","南投縣鹿谷鄉","1110930","4G","203"
"南投縣","南投縣集集鎮","1110930","4G","96"
"屏東縣","屏東縣九如鄉","1110930","4G","91"
"屏東縣","屏東縣三地門鄉","1110930","4G","79"
"屏東縣","屏東縣內埔鄉","1110930","4G","288"
"屏東縣","屏東縣竹田鄉","1110930","4G","72"
"屏東縣","屏東縣牡丹鄉","1110930","4G","68"
"屏東縣","屏東縣車城鄉","1110930","4G","118"
"屏東縣","屏東縣里港鄉","1110930","4G","98"
"屏東縣","屏東縣佳冬鄉","1110930","4G","69"
"屏東縣","屏東縣來義鄉","1110930","4G","54"
"屏東縣","屏東縣枋山鄉","1110930","4G","76"
"屏東縣","屏東縣枋寮鄉","1110930","4G","126"
"屏東縣","屏東縣東港鎮","1110930","4G","221"
"屏東縣","屏東縣林邊鄉","1110930","4G","50"
"屏東縣","屏東縣長治鄉","1110930","4G","151"
"屏東縣","屏東縣南州鄉","1110930","4G","56"
"屏東縣","屏東縣屏東市","1110930","4G","818"
"屏東縣","屏東縣恆春鎮","1110930","4G","344"
"屏東縣","屏東縣春日鄉","1110930","4G","48"
"屏東縣","屏東縣崁頂鄉","1110930","4G","48"
"屏東縣","屏東縣泰武鄉","1110930","4G","60"
"屏東縣","屏東縣琉球鄉","1110930","4G","79"
"屏東縣","屏東縣高樹鄉","1110930","4G","127"
"屏東縣","屏東縣新埤鄉","1110930","4G","57"
"屏東縣","屏東縣新園鄉","1110930","4G","139"
"屏東縣","屏東縣獅子鄉","1110930","4G","155"
"屏東縣","屏東縣萬丹鄉","1110930","4G","192"
"屏東縣","屏東縣萬巒鄉","1110930","4G","110"
"屏東縣","屏東縣滿州鄉","1110930","4G","99"
"屏東縣","屏東縣瑪家鄉","1110930","4G","48"
"屏東縣","屏東縣潮州鎮","1110930","4G","223"
"屏東縣","屏東縣霧臺鄉","1110930","4G","36"
"屏東縣","屏東縣麟洛鄉","1110930","4G","56"
"屏東縣","屏東縣鹽埔鄉","1110930","4G","117"
"苗栗縣","苗栗縣三義鄉","1110930","4G","249"
"苗栗縣","苗栗縣三灣鄉","1110930","4G","79"
"苗栗縣","苗栗縣大湖鄉","1110930","4G","106"
"苗栗縣","苗栗縣公館鄉","1110930","4G","185"
"苗栗縣","苗栗縣竹南鎮","1110930","4G","581"
"苗栗縣","苗栗縣西湖鄉","1110930","4G","96"
"苗栗縣","苗栗縣卓蘭鎮","1110930","4G","109"
"苗栗縣","苗栗縣南庄鄉","1110930","4G","146"
"苗栗縣","苗栗縣後龍鎮","1110930","4G","292"
"苗栗縣","苗栗縣苗栗市","1110930","4G","447"
"苗栗縣","苗栗縣苑裡鎮","1110930","4G","211"
"苗栗縣","苗栗縣泰安鄉","1110930","4G","130"
"苗栗縣","苗栗縣通霄鎮","1110930","4G","291"
"苗栗縣","苗栗縣造橋鄉","1110930","4G","238"
"苗栗縣","苗栗縣獅潭鄉","1110930","4G","115"
"苗栗縣","苗栗縣銅鑼鄉","1110930","4G","206"
"苗栗縣","苗栗縣頭份市","1110930","4G","476"
"苗栗縣","苗栗縣頭屋鄉","1110930","4G","105"
"桃園市","桃園市八德區","1110930","4G","541"
"桃園市","桃園市大園區","1110930","4G","692"
"桃園市","桃園市大溪區","1110930","4G","422"
"桃園市","桃園市中壢區","1110930","4G","1508"
"桃園市","桃園市平鎮區","1110930","4G","595"
"桃園市","桃園市桃園區","1110930","4G","1056"
